Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
44,"Bristol , PA",9/16/1975,Kansas State,Retired,,11 Seasons,76,,,"Weiner, Todd",,toddweiner/2503585,,300,1998 - 2008
26,"Wichita Falls , TX",10/6/1993,Miami (Fla.),dev?,Seattle Seahawks,3rd season,74,Mineral Wells HS,TX,"Colbert, Adrian",27,adriancolbert/2558857,FS,210,
27,,11/27/1991,Delaware,Retired,,3 Seasons,78,,,"Ladson, Erle",,erleladson/2550578,,350,2014 - 2016
,"Rockford , IL",3/9/1898,Illinois,Retired,,10 Seasons,68,,,"Walquist, Laurie",,lauriewalquist/2528169,,167,1922 - 1931
29,"Columbus , OH",12/14/1989,Cincinnati,Retired,,5 Seasons,70,,,"Pead, Isaiah",,isaiahpead/2532926,,206,2012 - 2016
55,"Marion , OH",12/21/1963,Eastern Kentucky,Retired,,2 Seasons,75,,,"Klingel, John",,johnklingel/2518607,,267,1987 - 1988
62,"Little Rock , AR",11/30/1956,Oklahoma,Retired,,4 Seasons,76,,,"Tabor, Philip",,philiptabor/2526972,,255,1979 - 1982
35,"Phoenix , AZ",5/28/1984,Texas-El Paso,Retired,,2 Seasons,72,,,"Thomas, Marcus",,marcusthomas/2507487,,215,2008 - 2009
34,"Belle Glade , FL",8/17/1985,South Carolina State,Retired,,5 Seasons,76,,,"Lee, James",,jameslee/2507434,,308,2008 - 2012
,"Cincinnati , OH",11/5/1904,Notre Dame,Retired,,3 Seasons,74,,,"Maxwell, Joey",,joeymaxwell/2520407,,197,1927 - 1929
47,"Santa Cruz , CA",3/13/1972,Fresno State,Retired,,14 Seasons,76,,,"Dilfer, Trent",,trentdilfer/2500392,,247,1994 - 2007
,,,Baylor,Cut from team,Washington Redskins,Rookie,72,West Mecklenburg HS,"Charlotte, NC","McClendon, Jalan",2,jalanmcclendon/2563271,QB,219,
47,"Washington , NC",9/7/1972,Wake Forest,Retired,,11 Seasons,75,,,"Rasby, Walter",,walterrasby/2502585,,252,1994 - 2006
30,,7/10/1989,Southern Mississippi,Retired,,1 Season,74,,,"Thornton, Ronnie",,ronniethornton/2535957,,244,2012 - 2012
29,"Houston , TX",2/6/1990,Missouri,Retired,,3 Seasons,72,,,"Jackson, Jerrell",,jerrelljackson/2533338,,192,2012 - 2014
23,"Batavia , IL",3/28/1996,Michigan,Active,Arizona Cardinals,2nd season,77,East Lake HS,"Tarpon Springs, FL","Cole, Mason",52,masoncole/2561025,OG,307,
37,"Pittsburgh , PA",10/21/1982,Villanova,Retired,,9 Seasons,70,,,"Ventrone, Raymond",,raymondventrone/2506291,,200,2006 - 2014
88,"Sacramento , CA",6/14/1931,Villanova,Retired,,2 Seasons,71,,,"Filipski, Gene",,genefilipski/2514021,,185,1956 - 1957
59,"Westfield , NY",9/13/1960,Arizona,Retired,,5 Seasons,74,,,"Weathers, Robert",,robertweathers/2528397,,220,1982 - 1986
26,"Baltimore , MD",8/8/1993,Auburn,Active,New York Jets,4th season,70,Our Lady of Good Counsel HS,"Olney, MD","Countess, Blake",39,blakecountess/2556374,CB,191,
60,"Fort Lauderdale , FL",3/12/1959,Illinois,Retired,,1 Season,74,,,"Adams, Earnest",,earnestadams/2508201,,226,1987 - 1987
26,"Hollidaysburg , PA",12/2/1992,William & Mary,Active,Indianapolis Colts,3rd season,74,Hollidaysburg HS,PA,"Rhodes, Luke",46,lukerhodes/2556664,LS,238,
,"Tunica , MS",12/10/1916,Mississippi,Retired,,5 Seasons,72,,,"Hall, Parker",,parkerhall/2515642,,198,1939 - 1946
55,"Chicago , IL",9/24/1964,Northwestern,Retired,,1 Season,75,,,"Flaherty, Tom",,tomflaherty/2514112,,223,1987 - 1987
24,USA,7/28/1995,Washington,Active,Los Angeles Rams,1st season,77,Loyola HS,"Los Angeles, CA","Shelton, Coleman",65,colemanshelton/2560872,C,299,
55,"Graceville , FL",8/14/1964,Florida,Retired,,8 Seasons,71,,,"Anderson, Neal",,nealanderson/2499431,,210,1986 - 1993
39,Berlin West Germany,6/8/1980,Indiana,Retired,,2 Seasons,75,,,"Ishola, Ben",,benishola/2506754,,255,2006 - 2008
,"Eddyville , IA",6/14/1910,Iowa Wesleyan,Retired,,4 Seasons,74,,,"Sandberg, Sandy",,sandysandberg/2524848,,228,1934 - 1937
,"Magee , MS",10/30/1927,Mississippi,Retired,,1 Season,75,,,"Dale, Roland",,rolanddale/2512407,,210,1950 - 1950
38,Lagos Nigeria,11/17/1980,Manitoba (Canada),Retired,,12 Seasons,78,,,"Idonije, Israel",,israelidonije/2505324,,275,2003 - 2014
31,"Folkston , GA",12/4/1987,Purdue,Retired,,2 Seasons,72,,,"Pender, David",,davidpender/494295,,180,2010 - 2011
55,"Caddo Parish , LA",6/4/1964,Louisiana-Monroe,Retired,,3 Seasons,70,,,"Garcia, Teddy",,teddygarcia/2514609,,187,1988 - 1990
82,"Grand Rapids , MI",8/26/1937,Sacramento State,Retired,,2 Seasons,75,,,"Chamberlain, Dan",,danchamberlain/2511322,,200,1960 - 1961
30,,11/5/1989,Florida State,Retired,,1 Season,78,,,"Reliford, Beau",,beaureliford/2532936,,269,2012 - 2012
29,"Durham , NC",10/3/1990,Winston-Salem State,Retired,,4 Seasons,73,,,"Fields, Carlos",,carlosfields/2550563,,248,2014 - 2017
61,"Richmond , VA",10/23/1958,Virginia,Retired,,1 Season,68,,,"Taylor, Greg",,gregtaylor/2527085,,175,1982 - 1982
,"Minneapolis , MN",7/31/1959,Nebraska,Retired,,7 Seasons,71,,,"Gary, Russell",,russellgary/2514684,,195,1981 - 1987
23,"Midway , GA",11/17/1995,Ohio State,Active,Miami Dolphins,3rd season,74,Liberty County HS,"Hinesville, GA","McMillan, Raekwon",52,raekwonmcmillan/2558070,MLB,242,
29,"Malden , MA",12/5/1989,Connecticut,Active,Atlanta Falcons,7th season,73,General McLane HS,"Edinboro, PA","Wreh-Wilson, Blidi",33,blidiwreh-wilson/2539219,DB,190,
27,"Gainesville , GA",12/24/1991,Tennessee,Active,Denver Broncos,2nd season,74,Gainesville HS,GA,"Johnson, A.J.",45,a.j.johnson/2561704,LB,255,
32,,11/18/1986,Florida A&M,Retired,,1 Season,68,,,"Vann, LeRoy",,leroyvann/2527876,,177,2011 - 2011
33,,3/7/1986,Rutgers,Retired,,1 Season,70,,,"Girault, Ron",,rongirault/4427,,204,2008 - 2008
,,2/4/1913,LSU,Retired,,2 Seasons,71,,,"May, Bill",,billmay/2520418,,188,1937 - 1938
25,,2/12/1994,Pittsburgh,Cut from team,,Season,75,,,"Soto, Shakir",,shakirsoto/2559255,,295,
23,,1/25/1996,Texas A&M,Cut from team,Pittsburgh Steelers,Rookie,78,,,"Wood, Trevor",88,trevorwood/2562969,TE,265,
83,"Calhoun , LA",10/29/1936,Grambling State,Retired,,3 Seasons,73,,,"Caleb, Jamie",,jamiecaleb/2510924,,210,1960 - 1965
39,"Lyons , GA",5/29/1980,Clemson,Retired,,10 Seasons,75,,,"Eason, Nick",,nickeason/2505522,,305,2003 - 2012
,"Rockford , IL",1/23/1901,Notre Dame,Retired,,1 Season,70,,,"Marelli, Ray",,raymarelli/2520136,,190,1928 - 1928
30,"Des Plaines , IL",6/9/1989,Michigan State,Retired,,2 Seasons,71,,,"Adams, Johnny",,johnnyadams/2539261,,177,2013 - 2014
36,,8/25/1983,Indiana,Retired,,0 Season,72,,,"Gilmore, Jahkeen",,jahkeengilmore/2514905,,211,2007 - 2007
,"Charleston , AR",9/22/1921,Notre Dame,Retired,,5 Seasons,79,,,"Adams, John",,johnadams/2508213,,242,1945 - 1949
23,"Fayetteville , NC",2/8/1996,Georgia,Active,Arizona Cardinals,Rookie,75,Pine Forest HS,NC,"Gaillard, Lamont",65,lamontgaillard/2562585,C,305,
69,"Phoenix , AZ",8/17/1950,Arizona State,Retired,,1 Season,73,,,"Demery, Calvin",,calvindemery/2512772,,190,1972 - 1972
70,"Centralla , KS",8/4/1949,Kansas,Retired,,14 Seasons,74,,,"Riggins, John",,johnriggins/2524163,,230,1971 - 1985
92,,4/25/1927,No College,Retired,,3 Seasons,72,,,"Carr, Eddie",,eddiecarr/2511123,,185,1947 - 1949
45,"Alexander City , AL",12/7/1973,Tennessee-Chattanooga,Retired,,16 Seasons,75,,,"Owens, Terrell",,terrellowens/2502377,,224,1996 - 2012
42,"Waxahachie , TX",6/29/1977,Texas Tech,Retired,,10 Seasons,75,,,"Reagor, Montae",,montaereagor/2502600,,285,1999 - 2008
30,"Los Angeles , CA",4/6/1989,Fresno State,Retired,,7 Seasons,73,,,"Carter, Chris",,chriscarter/2508126,,240,2011 - 2017
45,"Birmingham , AL",7/11/1974,Vanderbilt,Retired,,2 Seasons,74,,,"Manley, James",,jamesmanley/2501859,,316,1996 - 1997
,"Winchester , TN",9/19/1971,Alabama,Retired,,3 Seasons,77,,,"Nunley, Jeremy",,jeremynunley/2502317,,278,1994 - 1996
24,"Omaha , NB",9/15/1995,North Dakota State,Active,Los Angeles Chargers,Rookie,73,Creighton Prep HS,"Omaha, NB","Stick, Easton",2,eastonstick/2562745,QB,217,
,"Watertown , NY",2/28/1917,Boston College,Retired,,3 Seasons,67,,,"Fiorentino, Al",,alfiorentino/2514046,,201,1943 - 1945
68,"Columbus , OH",8/2/1951,Miami (Fla.),Retired,,10 Seasons,74,,,"Owens, Burgess",,burgessowens/2522612,,200,1973 - 1982
65,"Columbus , OH",12/21/1953,Ohio State,Retired,,1 Season,71,,,"Cassady, Craig",,craigcassady/2511256,,175,1977 - 1977
24,"Chandler , AZ",6/30/1995,Notre Dame,Active,Carolina Panthers,2nd season,71,,,"Luke, Cole",32,coleluke/2558968,CB,200,
59,"Camp Lejeune , NC",12/31/1959,Wake Forest,Retired,,12 Seasons,76,,,"Baldinger, Rich",,richbaldinger/2499507,,285,1982 - 1993
25,USA,6/29/1994,Texas Tech,Injured reserve,Los Angeles Chargers,1st season,75,Whitehouse HS,"Whitehouse, TX","Cantrell, Dylan",84,dylancantrell/2560990,WR,226,
24,"Gainesville , GA",9/14/1995,Clemson,Active,Houston Texans,3rd season,74,Gainesville HS,GA,"Watson, Deshaun",4,deshaunwatson/2558063,QB,215,
36,"Upper Marlboro , MD",9/28/1983,Oklahoma,Retired,,3 Seasons,72,,,"Balogun, Mike",,mikebalogun/2507916,,240,2010 - 2012
47,"Denver , CO",5/8/1972,Ohio State,Retired,,8 Seasons,73,,,"Sanders, Chris",,chrissanders/2502819,,188,1995 - 2002
25,"Houma , LA",6/1/1994,Louisiana-Lafayette,Cut from team,,Season,70,,,"McGuire, Elijah",,elijahmcguire/2557934,,214,
34,"Abilene , TX",6/11/1985,Kansas State,Retired,,8 Seasons,72,,,"Diles, Zac",,zacdiles/2507245,,245,2007 - 2014
65,"Phoenixville , PA",2/23/1954,Iowa,Retired,,13 Seasons,77,,,"Devlin, Joe",,joedevlin/2512867,,261,1976 - 1989
31,"Camarillo , CA",10/6/1988,California,Active,Houston Texans,8th season,75,Camarillo HS,CA,"Anger, Bryan",9,bryananger/2533000,P,205,
,"Chicago , IL",4/22/1894,Washington & Lee,Retired,,1 Season,69,,,"Barrett, Johnny",,johnnybarrett/2509073,,195,1920 - 1920
26,"Bakersfield , CA",7/19/1993,Utah,Cut from team,,Season,73,,,"Norris, Jared",,jarednorris/2556862,,238,
47,,4/1/1972,Wisconsin,Retired,,1 Season,71,,,"Gales, Kenny",,kennygales/2500742,,173,1995 - 1995
30,"College Station , TX",8/20/1989,Texas Tech,Retired,,1 Season,72,,,"Lewis, Detron",,detronlewis/2530526,,208,2011 - 2011
27,"Los Angeles , CA",4/18/1992,USC,Cut from team,Philadelphia Eagles,5th season,72,Crenshaw HS,"Los Angeles, CA","Pullard, Hayes",,hayespullard/2552313,LB,235,
31,"Bothell , WA",12/17/1987,Idaho,Retired,,6 Seasons,71,,,"Keo, Shiloh",,shilohkeo/2495188,,208,2011 - 2016
24,North Bay Canada,4/1/1995,Bowling Green State,dev?,Kansas City Chiefs,1st season,75,,,"Hunter, Ryan",60,ryanhunter/2561348,OG,316,
27,"Erie , PA",10/14/1992,South Carolina,Cut from team,,Season,72,,,"Johnson, Isaiah",,isaiahjohnson/2556567,,209,
,,,No College,Retired,,4 Seasons,68,,,"Kiley, Howard",,howardkiley/2518420,,208,1923 - 1926
42,"Chesterfield , VA",8/22/1977,Marshall,Retired,,4 Seasons,70,,,"Chapman, Doug",,dougchapman/2504317,,213,2000 - 2003
,"Greensburg , PA",2/1/1917,Georgia,Retired,,3 Seasons,74,,,"Piasecky, Alex",,alexpiasecky/2523200,,197,1943 - 1945
30,,5/6/1989,Arizona State,Retired,,2 Seasons,73,,,"Parker, Colin",,colinparker/2535950,,223,2012 - 2013
40,"Bloomington , MN",5/6/1979,North Dakota State,Retired,,1 Season,76,,,"Peck, Jared",,jaredpeck/2504954,,282,2004 - 2004
70,,8/22/1949,San Francisco State,Retired,,1 Season,75,,,"Pete, Dennis",,dennispete/2523068,,186,1972 - 1972
56,"Sandersville , GA",6/22/1963,Catawba,Retired,,1 Season,78,,,"Watts, Randy",,randywatts/2528383,,275,1987 - 1987
,,,Dayton,Cut from team,,Season,76,,,"Smith, Sean",,seansmith/2563371,,228,
63,"West Monore , LA",9/25/1956,Louisiana Tech,Retired,,7 Seasons,71,,,"Anderson, Larry",,larryanderson/2508501,,183,1978 - 1984
47,"Durham , NC",12/17/1971,North Carolina State,Retired,,4 Seasons,76,,,"Reeves, Carl",,carlreeves/2502618,,270,1995 - 1998
27,"Columbus , GA",3/31/1992,Louisville,Cut from team,,Season,75,,,"Smith, Marcus",,marcussmith/2543725,,258,
,"Chicago , IL",9/24/1921,Colgate,Retired,,3 Seasons,74,,,"Gauer, Charlie",,charliegauer/2514706,,213,1943 - 1945
32,"Rochester , CA",1/5/1987,Midwestern State,Retired,,2 Seasons,77,,,"Unga, J.J.",,j.j.unga/2541759,,320,2013 - 2014
58,"Ahoskie , NC",11/18/1960,Elon,Retired,,1 Season,75,,,"Ballard, Quinton",,quintonballard/2508928,,289,1983 - 1983
28,,8/22/1991,Purdue,Retired,,1 Season,72,,,"Feichter, Landon",,landonfeichter/2553881,,192,2015 - 2015
29,,12/24/1989,Troy,Retired,,1 Season,70,,,"Reeves, Chip",,chipreeves/2541595,,176,2013 - 2013
36,"Jacksonville , FL",5/1/1983,South Florida,Retired,,7 Seasons,75,,,"Nicholas, Stephen",,stephennicholas/2495694,,236,2007 - 2013
29,,5/30/1990,Nebraska,Retired,,1 Season,79,,,"Hardrick, Jermarcus",,jermarcushardrick/2534776,,320,2012 - 2012
,"Omaha , NE",10/25/1901,Creighton,Retired,,5 Seasons,72,,,"Mahoney, Ike",,ikemahoney/2519988,,173,1925 - 1931
45,"Detroit , MI",3/4/1974,Minnesota,Retired,,4 Seasons,77,,,"Davis, Jerome",,jeromedavis/2500314,,300,1998 - 2004
32,"Fort Pierce , FL",4/12/1987,Western Michigan,Retired,,7 Seasons,71,,,"Delmas, Louis",,louisdelmas/71279,,208,2009 - 2015
55,,3/27/1964,Northern Illinois,Retired,,1 Season,69,,,"Richardson, Darryl",,darrylrichardson/2524097,,178,1987 - 1987
32,"Bakersfield , CA",11/15/1986,San Jose State,Retired,,4 Seasons,72,,,"Francies, Coye",,coyefrancies/79903,,185,2009 - 2012
25,"Atlanta , GA",3/9/1994,Mississippi,Active,Pittsburgh Steelers,3rd season,69,Sandy Creek HS,"Tyrone, GA","Hilton, Mike",28,mikehilton/2556559,CB,184,
51,"Denver , CO",3/29/1968,Colorado,Retired,,5 Seasons,68,,,"Campbell, Jeff",,jeffcampbell/2499975,,167,1990 - 1994
26,"Burnsville , MN",1/9/1993,Penn State,Cut from team,,Season,78,,,"Travis, Ross",,rosstravis/2554630,,248,
41,"Lima , OH",12/6/1977,Michigan State,Retired,,1 Season,71,,,"Newsome, Richard",,richardnewsome/2504496,,202,2001 - 2001
23,"Myrtle Beach , SC",12/21/1995,Clemson,Active,Oakland Raiders,Rookie,70,Socastee HS,"Myrtle Beach, SC","Renfrow, Hunter",13,hunterrenfrow/2562712,WR,185,
35,"Chicago , IL",11/27/1983,Notre Dame,Retired,,5 Seasons,73,,,"Mays, Corey",,coreymays/2506770,,245,2006 - 2010
44,"Downey , CA",2/26/1975,Washington,Retired,,2 Seasons,72,,,"Jensen, Jerry",,jerryjensen/2501395,,235,1998 - 1999
23,"Somerset , WI",5/5/1996,Wisconsin,Injured reserve,Tampa Bay Buccaneers,2nd season,74,Hill-Murray School HS,"Maplewood, MN","Cichy, Jack",48,jackcichy/2561022,LB,238,
66,"Chicago , IL",9/11/1953,Wayne State (Neb.),Retired,,1 Season,76,,,"Lewis, Stan",,stanlewis/2519477,,240,1975 - 1975
49,"Sacramento , CA",7/29/1970,UCLA,Retired,,3 Seasons,75,,,"LaChapelle, Sean",,seanlachapelle/2501673,,205,1993 - 1997
,"Santa Ana , CA",3/8/1907,USC,Retired,,1 Season,74,,,"Ward, Johnny",,johnnyward/2528224,,215,1930 - 1930
24,"Wichita , KS",1/21/1995,Illinois State,Active,Denver Broncos,2nd season,71,South HS,"Wichita, KS","Harris, Davontae",27,davontaeharris/2561005,CB,200,
,"0hicago , IL",6/30/1933,Iowa,Retired,,1 Season,73,,,"Hall, John",,johnhall/2515641,,220,1955 - 1955
70,"Atlanta , GA",1/4/1949,Kansas,Retired,,7 Seasons,75,,,"Lawson, Steve",,stevelawson/2519196,,265,1971 - 1977
26,"Arden , NC",6/10/1993,Alabama,Retired,,3 Seasons,75,,,"Pagan, Jeoffrey",,jeoffreypagan/2543547,,310,2014 - 2016
74,"Torrance , CA",4/17/1945,Tulsa,Retired,,3 Seasons,72,,,"Eber, Rick",,rickeber/2513430,,185,1968 - 1970
28,,9/3/1991,Northern Michigan,Retired,,1 Season,75,,,"Anderson, Chad",,chadanderson/2551130,,321,2014 - 2014
,"Sacramento , CA",8/27/1914,St. Mary's (CA),Retired,,1 Season,74,,,"Giannoni, Jack",,jackgiannoni/2514801,,225,1938 - 1938
,"Sayre , OK",7/11/1918,Southern Methodist,Retired,,5 Seasons,71,,,"Mallouf, Ray",,raymallouf/2520031,,180,1941 - 1949
57,"Newport News , VA",3/8/1962,Ohio State,Retired,,12 Seasons,71,,,"Gayle, Shaun",,shaungayle/2500780,,202,1984 - 1995
65,"Detroit , MI",12/10/1953,Eastern Michigan,Retired,,7 Seasons,70,,,"Chapman, Clarence",,clarencechapman/2511353,,185,1976 - 1985
,"Jasper , MN",9/20/1904,St. Thomas,Retired,,2 Seasons,69,,,"Manion, Jimmy",,jimmymanion/2520064,,178,1926 - 1927
56,"Philadelphia , PA",3/10/1963,California Lutheran,Retired,,1 Season,77,,,"Dickerson, Andy",,andydickerson/2512892,,260,1987 - 1987
,"Electra , TX",1/10/1924,Texas-El Paso,Retired,,2 Seasons,73,,,"Evans, Ray",,rayevans/2513758,,225,1949 - 1950
,"Jasper , TX",7/11/1957,Texas Tech,Retired,,4 Seasons,74,,,"Hadnot, Jim",,jimhadnot/2515559,,244,1980 - 1983
32,,3/19/1987,Eastern Washington,Retired,,1 Season,74,,,"Nichols, Matt",,mattnichols/1037341,,222,2010 - 2010
31,"Rock Hill , SC",7/20/1988,South Carolina State,Retired,,6 Seasons,71,,,"Adams, Phillip",,phillipadams/1037889,,195,2010 - 2015
36,"Camden , AR",12/25/1982,Arkansas,Retired,,7 Seasons,76,,,"Andrews, Shawn",,shawnandrews/2505974,,330,2004 - 2010
37,"Carver City , CA",4/18/1982,Arizona State,Retired,,2 Seasons,73,,,"Bates, Solomon",,solomonbates/2505565,,243,2003 - 2004
61,"St. Cloud , MN",11/8/1958,Minnesota,Retired,,7 Seasons,76,,,"Fahnhorst, Jim",,jimfahnhorst/2513789,,230,1984 - 1990
,"Phoenixville , PA",10/20/1924,Georgia,Retired,,4 Seasons,70,,,"Geri, Joe",,joegeri/2514778,,185,1949 - 1952
28,"Fairview Park , OH",4/1/1991,Michigan State,Retired,,3 Seasons,78,,,"France, Dan",,danfrance/2550199,,315,2014 - 2017
54,"Sun Valley , CA",12/11/1964,Washington,Retired,,11 Seasons,74,,,"Kelly, Joe",,joekelly/2501580,,235,1986 - 1996
,,,,Retired,,,,,,"Eissler, Alfred",,alfredeissler/2513529,,,1920 - 1920
78,"Fresno , CA",7/17/1941,Notre Dame,Retired,,12 Seasons,75,,,"Lamonica, Daryle",,darylelamonica/2519016,,215,1963 - 1974
65,"Fort Worth , TX",8/8/1954,Oklahoma,Retired,,6 Seasons,72,,,"Ivory, Horace",,horaceivory/2517212,,197,1977 - 1982
37,,12/26/1981,Georgia,Retired,,0 Season,75,,,"Thompson, Will",,willthompson/2527371,,255,2006 - 2006
55,"San Francisco , CA",12/30/1963,UCLA,Retired,,10 Seasons,77,,,"Jenkins, Robert",,robertjenkins/2501390,,295,1987 - 1996
25,,2/24/1994,William & Mary,Retired,,2 Seasons,79,,,"Ugokwe, Jerry",,jerryugokwe/2558903,,315,2017 - 2018
,"Baltimore , MD",2/15/1923,Bucknell,Retired,,2 Seasons,68,,,"Ostendarp, Jim",,jimostendarp/2522578,,178,1950 - 1951
37,"Miami , FL",7/16/1982,Miami (Fla.),Retired,,8 Seasons,69,,,"Parrish, Roscoe",,roscoeparrish/2506394,,175,2005 - 2012
29,"Fontana , CA",12/6/1989,Utah State,Retired,,1 Season,74,,,"Filimoeatu, Bojay",,bojayfilimoeatu/2550615,,250,2014 - 2014
,"Cambridge , MA",7/13/1895,Pennsylvania,Retired,,1 Season,72,,,"Ward, Bill",,billward/2528232,,212,1921 - 1921
36,"St. Louis , MO",11/2/1983,Illinois,Retired,,5 Seasons,70,,,"Davis, Jason",,jasondavis/2506846,,242,2006 - 2010
33,"Wrens , GA",8/15/1986,Vanderbilt,Retired,,0 Season,72,,,"Walker, Sean",,seanwalker/2507772,,178,2009 - 2009
50,"San Antonio , TX",8/7/1969,Texas,Retired,,6 Seasons,76,,,"Cash, Keith",,keithcash/2500027,,248,1991 - 1996
63,"Memphis , TN",9/16/1956,Mississippi,Retired,,7 Seasons,77,,,"Weathers, Curtis",,curtisweathers/2528395,,224,1979 - 1985
39,"Worcester , MA",8/30/1980,Southern Connecticut State,Retired,,10 Seasons,74,,,"Cesaire, Jacques",,jacquescesaire/2505295,,295,2003 - 2012
40,"Harvey , IL",10/3/1979,Illinois,Retired,,1 Season,73,,,"Jackson, Bobby",,bobbyjackson/2504916,,220,2003 - 2003
29,"Nashville , TN",1/12/1990,UCLA,Cut from team,,Season,77,,,"McDermott, Kevin",,kevinmcdermott/2541627,,240,
,"Brentwood , PA",1/25/1928,Pittsburgh,Retired,,3 Seasons,74,,,"Radosevich, George",,georgeradosevich/2523684,,228,1954 - 1956
41,St. Ann's Jamaica,10/11/1978,Wisconsin,Retired,,4 Seasons,72,,,"Knight, Roger",,rogerknight/2504567,,245,2001 - 2004
,"Yorktown , TX",12/23/1901,Texas,Retired,,1 Season,73,,,"Eckhardt, Ox",,oxeckhardt/2513447,,190,1928 - 1928
72,"Rome , NY",3/6/1947,Utah State,Retired,,4 Seasons,72,,,"Detwiler, Chuck",,chuckdetwiler/2512852,,185,1970 - 1973
47,"Kissimmee , FL",5/24/1972,Ohio State,Retired,,5 Seasons,72,,,"Paul, Tito",,titopaul/2502427,,195,1995 - 1999
43,"Alexandria , LA",6/23/1976,McNeese State,Retired,,2 Seasons,75,,,"Nelson, Reggie",,reggienelson/2502274,,321,1999 - 2000
56,"Jacksonville , FL",9/21/1963,Bethune-Cookman,Retired,,2 Seasons,70,,,"Gonzalez, Leon",,leongonzalez/2515037,,162,1985 - 1987
23,"Flemington , NJ",4/20/1996,Penn State,Cut from team,Atlanta Falcons,Rookie,74,Wallenpaupack Area HS,PA,"Vasey, Kyle",48,kylevasey/2563182,LS,231,
62,"Rockford , IL",8/23/1957,Wisconsin,Retired,,3 Seasons,68,,,"Matthews, Ira",,iramatthews/2520363,,175,1979 - 1981
35,"Phoenix , AZ",12/26/1983,Arizona State,Retired,,6 Seasons,71,,,"James, Robert",,robertjames/2507483,,224,2008 - 2013
32,"Atlanta , GA",9/27/1987,Georgia,Retired,,7 Seasons,73,,,"Dent, Akeem",,akeemdent/2495276,,250,2011 - 2017
,"Brainerd , MN",12/19/1936,Minnesota,Retired,,5 Seasons,75,,,"Jelacic, Jon",,jonjelacic/2517468,,250,1958 - 1964
55,"Richmond , VA",9/25/1964,Virginia,Retired,,1 Season,77,,,"Perkins, Ray",,rayperkins/2523018,,242,1987 - 1987
24,"San Francisco , CA",11/9/1995,UCLA,Active,Tennessee Titans,2nd season,77,Junipero Serra HS,"San Mateo, CA","Dickerson, Matt",92,mattdickerson/2561044,DE,292,
,"Atlanta , TX",7/23/1937,Prairie View A&M,Retired,,2 Seasons,76,,,"Webster, Dave",,davewebster/2528434,,220,1960 - 1961
29,"Charleston , SC",2/7/1990,Vanderbilt,Retired,,4 Seasons,76,,,"Seymour, Ryan",,ryanseymour/2541389,,305,2013 - 2016
54,"Midwest City , OK",8/27/1965,Oklahoma,Retired,,1 Season,73,,,"Adkins, Kevin",,kevinadkins/2508244,,250,1987 - 1987
,"San Angelo , TX",6/22/1928,San Diego State,Retired,,5 Seasons,71,,,"Quinlan, Skeets",,skeetsquinlan/2523651,,173,1952 - 1956
29,"Hayward , CA",11/17/1989,Nebraska,Retired,,4 Seasons,72,,,"Gomes, DeJon",,dejongomes/2508122,,201,2011 - 2014
62,"Spokane , WA",12/8/1956,Idaho,Retired,,1 Season,78,,,"Parker, Steve",,steveparker/2522763,,265,1980 - 1980
43,"Chicago , IL",9/8/1976,Iowa,Retired,,6 Seasons,76,,,"Flemister, Zeron",,zeronflemister/2504039,,250,2000 - 2005
21,"Atlanta , GA",7/18/1998,Michigan,Active,Pittsburgh Steelers,Rookie,71,Charles W. Flanagan HS,"Pembroke, FL","Bush, Devin",55,devinbush/2562243,LB,234,
25,"Euless , TX",3/9/1994,Utah,Cut from team,,Season,73,,,"Taumoepenu, Pita",,pitataumoepenu/2558284,,245,
25,"Long Beach , CA",5/2/1994,Colorado,Active,Cincinnati Bengals,3rd season,75,Buena Park HS,CA,"Tupou, Josh",91,joshtupou/2559003,DT,345,
30,"Portland , OR",5/5/1989,New Mexico State,Retired,,1 Season,73,,,"Savage, Donte",,dontesavage/2542027,,252,2013 - 2013
66,"Albany , NY",5/22/1953,Notre Dame,Retired,,4 Seasons,76,,,"Mahalic, Drew",,drewmahalic/2519980,,225,1975 - 1978
